id,to_Word_id,Position,Value,Gloss,Part_of_Speech
29416,14772,3,-n,-PST.UNW,-vsuf
29417,14773,1,"neła",DEM1.IISG.OBL,pron
29418,14773,2,-q,-POSS.ESS,-nsuf
29419,14773,3,-n,-TOP,-suf
29420,14774,1,izi,get.up,v
29421,14774,2,-n,-PFV.CVB,-vsuf
29422,14775,1,"reƛ’a",hand,n4
29423,14775,2,-qor,-POSS.LAT,-nsuf
29424,14776,1,y-,II-,pref-
29425,14776,2,iqi,get,v
29426,14777,1,y-,II-,pref-
29427,14777,2,iqi,get,v
29428,14777,3,-ru,-PST.PRT,-vsuf
29429,14778,1,"ƛˤeb",leaf,n2
29430,14779,1,ozuri,eye,n4
29431,14779,2,-q,-POSS.ESS,-nsuf
29432,14780,1,y-,II-,pref-
29433,14780,2,"iħi",smear,v
29434,14780,3,-x,-IPFV.CVB,-vsuf
29435,14780,4,"-t’a",-DISTR,-suf
29436,14781,1,kur,throw,v
29437,14781,2,-x,-IPFV.CVB,-vsuf
29438,14782,1,zow,be.NPRS,v
29439,14782,2,-n,-PST.UNW,-vsuf
29440,14783,1,zaman,time,n3
29441,14783,2,"-łay",-CONT.ABL,-nsuf
29442,14784,1,yisi,DEM2.ISG.OBL,pron
29443,14784,2,-q,-POSS.ESS,-nsuf
29444,14785,1,ozuri,eye,n4
29445,14785,2,-bi,-PL,-nsuf
29446,14785,3,"-łer",-CONT.LAT,-nsuf
29447,14786,1,"kanłi",light,n3
29448,14787,1,b-,III-,pref-
29449,14787,2,ayr,bring,v
29450,14787,3,-xosi,-PRS.PRT,-vsuf
29451,14788,1,"ƛˤeb",leaf,n2
29452,14789,1,y-,II-,pref-
29453,14789,2,iqi,get,v
29454,14789,3,-n,-PST.UNW,-vsuf
29455,14790,1,sis,one,num
29456,14790,2,-gon,-CNTR,-suf
29457,14791,1,"ƛˤeb",leaf,n2
29458,14792,1,y-,II-,pref-
29459,14792,2,"et’ur",pull.out,v
29460,14792,3,-n,-PFV.CVB,-vsuf
29461,14793,1,y-,II-,pref-
29462,14793,2,"iħi",smear,v
29463,14793,3,-nosi,-ANT.CVB,-vsuf
29464,14794,1,"hoq’ˤo",other,adj
29465,14794,2,-ni,-DEF,-suf
29466,14794,3,-gon,-CNTR,-suf
29467,14795,1,ozuri,eye,n4
29468,14795,2,"-łer",-CONT.LAT,-nsuf
29469,14796,1,"kanłi",light,n3
29470,14797,1,b-,III-,pref-
29471,14797,2,ay,come,v
29472,14797,3,-n,-PST.UNW,-vsuf
29473,14798,1,"q’ˤuna",two.OBL,num
29474,14798,2,-n,-TOP,-suf
29475,14799,1,ozuri,eye,n4
29476,14799,2,-bi,-PL,-nsuf
29477,14799,3,-r,-LAT,-nsuf
29478,14800,1,r-,IV-,pref-
29479,14800,2,ukad,see,v
29480,14800,3,-nosi,-ANT.CVB,-vsuf
29481,14801,1,"aɣˤu",mill,n2
29482,14801,2,-xay,-AD.ABL,-nsuf
29483,14802,1,bitor,thither,adv
29484,14803,1,huni,way,n4
29485,14803,2,-x,-AD.ESS,-nsuf
29486,14804,1,oq,become,v
29487,14804,2,-n,-PFV.CVB,-vsuf
29488,14805,1,yeda,DEM2.ISG,pron
29489,14806,1,zey,bear,n3
29490,14806,2,-a,-ERG,-nsuf
29491,14807,1,"eƛi",say,v
29492,14807,2,-ru,-PST.PRT,-vsuf
29493,14807,3,-ni,-DEF,-suf
29494,14808,1,"hemeł",DEM4.IISG.OBL,pron
29495,14809,1,"ʕaƛ",village,n3
29496,14809,2,"-aɣor",-IN.VERS,-nsuf
29497,14810,1,elo,there,adv
29498,14811,1,yisi,DEM2.ISG.OBL,pron
29499,14811,2,-a,-ERG,-nsuf
29500,14812,1,"godek’an",village.square,n4
29501,14812,2,-a,-IN.ESS,-nsuf
29502,14813,1,"q’ˤida",down,adv
29503,14814,1,b-,III-,pref-
29504,14814,2,"iči",sit,v
29505,14814,3,-ru,-PST.PRT,-vsuf
29506,14815,1,"ʕoloq",young.person,n1
29507,14815,2,-bi,-PL,-nsuf
29508,14815,3,-q,-POSS.ESS,-nsuf
29509,14816,1,"łi",water,n4
29510,14817,1,esir,ask,v
29511,14817,2,-nosi,-ANT.CVB,-vsuf
29512,14818,1,sida,one.OBL,num
29513,14818,2,-a,-ERG,-nsuf
29514,14819,1,izi,get.up,v
29515,14819,2,-n,-PFV.CVB,-vsuf
29516,14820,1,"zok’i",mug,n4
29517,14820,2,-ar,-IN.LAT,-nsuf
29518,14821,1,"aqˤu",urine,n4
29519,14821,2,-n,-TOP,-suf
29520,14822,1,"kuči",defecate,v
29521,14822,2,-n,-TOP,-suf
29522,14823,1,"teƛ",give,v
29523,14823,2,"-ƛ’oräy",-SIM.CVB,-vsuf
29524,14824,1,nesi,DEM1.ISG.OBL,pron
29525,14824,2,-a,-ERG,-nsuf
29526,14825,1,"eƛi",say,v
29527,14825,2,-n,-PST.UNW,-vsuf
29528,14826,1,eleley,behold,excl
29529,14827,1,yedu,DEM2.IISG,pron
29530,14828,1,"šebi",what,pron
29531,14829,1,"šebin",thing,n4
29532,14830,1,insan,human,n1
29533,14830,2,-a,-ERG,-nsuf
29534,14831,1,"aqˤu",urine,n4
29535,14831,2,-a,-Q,-suf
29536,14832,1,"łi",water,n4
29537,14832,2,-z,-GEN2,-nsuf
29538,14833,1,"meča",instead.of,post
29539,14834,1,"ħaƛu",drink,v
29540,14834,2,"-ƛin",-QUOT,-suf
29541,14835,1,nediw,such,pron
29542,14836,1,"šebin",thing,n4
29543,14837,1,behizi,permit,comp
29544,14838,1,r-,IV-,pref-
29545,14838,2,oq,become,v
29546,14838,3,"-č’i",-NEG.FUT,-vsuf
29547,14838,4,"-ƛin",-QUOT,-suf
29548,14839,1,hudu,so,excl
29549,14840,1,elu,we(I).OBL,pron
29550,14840,2,-a,-ERG,-nsuf
29551,14841,1,"šebi",what,pron
29552,14842,1,r-,IV-,pref-
29553,14842,2,odi,do,v
29554,14842,3,-an,-FUT.DEF,-vsuf
29555,14843,1,"t’o",here,adv
29556,14844,1,"ʕaƛ",village,n3
29557,14844,2,-a,-IN.ESS,-nsuf
29558,14845,1,"t’ok’ow",anymore,adv
29559,14846,1,"łi",water,n4
29560,14846,2,-n,-TOP,-suf
29561,14847,1,r-,IV-,pref-
29562,14847,2,oq,happen,v
29563,14847,3,"-č’i",-NEG.FUT,-vsuf
29564,14847,4,"-näy",-CND.CVB,-vsuf
29565,14848,1,elu,we(I).OBL,pron
29566,14848,2,-r,-LAT,-nsuf
29567,14848,3,-n,-TOP,-suf
29568,14849,1,"bac’adaw",clean,adj
29569,14850,1,kik,spring,n3
29570,14850,2,-s,-GEN1,-nsuf
29571,14851,1,"łi",water,n4
29572,14852,1,r-,IV-,pref-
29573,14852,2,eti,want,v
29574,14853,1,r-,IV-,pref-
29575,14853,2,iqi,get,v
29576,14853,3,"-näy",-CND.CVB,-vsuf
29577,14853,4,"-ƛin",-QUOT,-suf
29578,14854,1,"eƛi",say,v
29579,14854,2,-n,-PST.UNW,-vsuf
29580,14855,1,nesi,DEM1.ISG.OBL,pron
29581,14856,1,"žek’u",man,n1
29582,14856,2,-qor,-POSS.LAT,-nsuf
29583,14857,1,"žamaʕat",assembly,n3
29584,14857,2,-z,-GEN2,-nsuf
29585,14858,1,"ʕoloq",young.person,n1
29586,14858,2,-bi,-PL,-nsuf
29587,14858,3,-a,-ERG,-nsuf
29588,14859,1,xizyo,afterwards,adv
29589,14860,1,nesi,DEM1.ISG.OBL,pron
29590,14860,2,-a,-ERG,-nsuf
29591,14861,1,"žedu",DEM1.IPL,pron
29592,14861,2,-qor,-POSS.LAT,-nsuf
29593,14862,1,"eƛi",say,v
29594,14862,2,-n,-PST.UNW,-vsuf
29595,14863,1,"howt’o",here,adv
29596,14864,1,"ʕaƛ",village,n3
29597,14864,2,-a,-IN.ESS,-nsuf
29598,14865,1,di,me,pron
29599,14866,1,"łi",water,n4
29600,14867,1,r-,IV-,pref-
29601,14867,2,"oƛik’",pull.out,v
29602,14867,3,"-näy",-CND.CVB,-vsuf
29603,14868,1,"šebi",what,pron
29604,14869,1,"mežu",you(I).PL.OBL,pron
29605,14869,2,-a,-ERG,-nsuf
29606,14870,1,di,me,pron
29607,14870,2,-r,-LAT,-nsuf
29608,14871,1,baha,price,n3
29609,14872,1,b-,III-,pref-
29610,14872,2,odi,do,v
29611,14872,3,-x,-PRS,-vsuf
29612,14872,4,"-ƛin",-QUOT,-suf
29613,14873,1,"žedu",DEM1.IPL,pron
29614,14873,2,-a,-ERG,-nsuf
29615,14874,1,"eƛi",say,v
29616,14874,2,-n,-PST.UNW,-vsuf
29617,14875,1,"ʕaƛ",village,n3
29618,14875,2,-s,-GEN1,-nsuf
29619,14876,1,"boƛik’u",half,n
29620,14877,1,"ric’q’i",wealth,n3
29621,14878,1,"neƛ",give,v
29622,14878,2,-a,-INF,-vsuf
29623,14879,1,"yoł",be,v
29624,14879,2,"-ƛin",-QUOT,-suf
29625,14880,1,b-,I.PL-,pref-
29626,14880,2,"ik’i",go,v
29627,14881,1,di,me,pron
29628,14881,2,-qor,-POSS.LAT,-nsuf
29629,14882,1,"ʕo",ax,n4
29630,14883,1,r-,IV-,pref-
29631,14883,2,is,take,v
29632,14883,3,-o,-IMPR,-vsuf
29633,14883,4,"-ƛin",-QUOT,-suf
29634,14884,1,"eƛi",say,v
29635,14884,2,-n,-PST.UNW,-vsuf
29636,14885,1,nesi,DEM1.ISG.OBL,pron
29637,14886,1,"žek’u",man,n1
29638,14886,2,-a,-ERG,-nsuf
29639,14887,1,howlo,there,adv
29640,14887,2,-tow,-EMPH,-suf
29641,14888,1,b-,III-,pref-
29642,14888,2,"oƛƛi",middle,adv
29643,14889,1,"godek’an",village.square,n4
29644,14889,2,-a,-IN.ESS,-nsuf
29645,14890,1,zow,be.NPRS,v
29646,14890,2,-ru,-PST.PRT,-vsuf
29647,14891,1,"naħu",oak,n2
29648,14891,2,-s,-GEN1,-nsuf
29649,14892,1,nesi,DEM1.ISG.OBL,pron
29650,14892,2,-a,-ERG,-nsuf
29651,14893,1,"ʕo",ax,n4
29652,14893,2,-n,-TOP,-suf
29653,14894,1,r-,IV-,pref-
29654,14894,2,"ok’-ok’",hit.several.times,v
29655,14894,3,-n,-PFV.CVB,-vsuf
29656,14895,1,r-,IV-,pref-
29657,14895,2,"ečiw",thick,adj
29658,14896,1,"łi",water,n4
29659,14897,1,r-,IV-,pref-
29660,14897,2,"oƛik’",pull.out,v
29661,14897,3,-n,-PST.UNW,-vsuf
29662,14898,1,xizyo,afterwards,adv
29663,14899,1,nesi,DEM1.ISG.OBL,pron
29664,14899,2,-r,-LAT,-nsuf
29665,14900,1,"žamaʕat",assembly,n3
29666,14900,2,-a,-ERG,-nsuf
29667,14901,1,"q’ut’i",agreement,n3
29668,14901,2,"-ƛ’",-SUPER.ESS,-nsuf
29669,14902,1,"req’un",in.accordance.with,adv
29670,14903,1,"boƛik’u",half,n
29671,14904,1,"ric’q’i",wealth,n3
29672,14905,1,"teƛ",give,v
29673,14905,2,-n,-PFV.CVB,-vsuf
29674,14906,1,"bˤeƛ’",sheep,n3pl
29675,14906,2,-n,-and,-suf
29676,14907,1,"ɣuro",cows,n4
29677,14907,2,-n,-and,-suf
29678,14908,1,"žeda",DEM1.IIPL.OBL,pron
29679,14908,2,-xor,-AD.LAT,-nsuf
29680,14908,3,-gon,-CNTR,-suf
29681,14909,1,"aħo",shepherd,n1
29682,14909,2,-bi,-PL,-nsuf
29683,14909,3,-n,-and,-suf
29684,14910,1,"ɣˤʷay",dog,n3
29685,14910,2,-bi,-PL,-nsuf
29686,14910,3,-n,-and,-suf
29687,14911,1,"siršaɣˤu",horses,n4
29688,14911,2,-de,-APUD.ESS,-nsuf
29689,14912,1,sadaq,together,adv
29690,14912,2,-gon,-CNTR,-suf
29691,14913,1,hoko,carriage,n4
29692,14913,2,-bi,-PL,-nsuf
29693,14913,3,-n,-and,-suf
29694,14914,1,r-,IV-,pref-
29695,14914,2,"oƛƛik’u",half,adj
29696,14915,1,"partal-q’ay",property,n4
29697,14915,2,-n,-and,-suf
29698,14916,1,"qˤiči",harvest,n4
29699,14916,2,-n,-and,-suf
29700,14917,1,"ƛ’iri",above,adv
29701,14917,2,-gon,-CNTR,-suf
29702,14918,1,kumak,help,n3
29703,14918,2,-r,-LAT,-nsuf
29704,14919,1,"xalq’i",people,n3
29705,14919,2,-n,-and,-suf
29706,14920,1,b-,III-,pref-
29707,14920,2,egir,send,v
29708,14920,3,-n,-PFV.CVB,-vsuf
29709,14921,1,nesi,DEM1.ISG.OBL,pron
29710,14921,2,-q,-POSS.ESS,-nsuf
29711,14922,1,"ža",DEM1.SG,pron
29712,14922,2,-n,-TOP,-suf
29713,14923,1,huni,way,n4
29714,14923,2,-x,-AD.ESS,-nsuf
29715,14924,1,egir,let,v
29716,14924,2,-n,-PST.UNW,-vsuf
29717,14925,1,ele,there,adv
29718,14925,2,-ay,-IN.ABL,-nsuf
29719,14925,3,-gon,-CNTR,-suf
29720,14926,1,bitor,thither,adv
29721,14927,1,"ža",DEM1.SG,pron
29722,14928,1,"boc’i",wolf,n3
29723,14928,2,-a,-ERG,-nsuf
29724,14929,1,"eƛi",say,v
29725,14929,2,-ru,-PST.PRT,-vsuf
29726,14929,3,-ni,-DEF,-suf
29727,14930,1,untaraw,sick,adj
29728,14930,2,-ni,-DEF,-suf
29729,14931,1,xan,khan,n1
29730,14931,2,-der,-APUD.LAT,-nsuf
29731,14932,1,"ik’i",go,v
29732,14932,2,-n,-PST.UNW,-vsuf
29733,14933,1,nesi,DEM1.ISG.OBL,pron
29734,14933,2,-der,-APUD.LAT,-nsuf
29735,14934,1,ay,come,v
29736,14934,2,-nosi,-ANT.CVB,-vsuf
29737,14935,1,yisi,DEM2.ISG.OBL,pron
29738,14936,1,"žek’u",man,n1
29739,14936,2,-a,-ERG,-nsuf
29740,14937,1,esir,ask,v
29741,14937,2,-n,-PST.UNW,-vsuf
29742,14938,1,nesi,DEM1.ISG.OBL,pron
29743,14938,2,-q,-POSS.ESS,-nsuf
29744,14939,1,ha,well,excl
29745,14940,1,xan,khan,n1
29746,14941,1,"šida",why,pron
29747,14942,1,kec,sleep,v
29748,14942,2,-n,-PFV.CVB,-vsuf
29749,14943,1,"iči",be,v
29750,14943,2,-asi,-RES.PRT,-vsuf
29751,14944,1,mi,you,pron
29752,14945,1,"šebi",what,pron
29753,14946,1,r-,IV-,pref-
29754,14946,2,oq,happen,v
29755,14946,3,-n,-PST.UNW,-vsuf
29756,14947,1,mi,you,pron
29757,14947,2,-r,-LAT,-nsuf
29758,14947,3,"-ƛin",-QUOT,-suf
29759,14948,1,r-,IV.PL-,pref-
29760,14948,2,"oƛ",be.sick,v
29761,14948,3,-x,-IPFV.CVB,-vsuf
29762,14949,1,di,me,pron
29763,14949,2,-s,-GEN1,-nsuf
29764,14949,3,"-ƛin",-QUOT,-suf
29765,14950,1,"eƛi",say,v
29766,14950,2,-n,-PST.UNW,-vsuf
29767,14951,1,xan,khan,n1
29768,14951,2,-a,-ERG,-nsuf
29769,14952,1,di,me,pron
29770,14953,1,"saɣ",cure,comp
29771,14954,1,odi,do,v
29772,14954,2,"-näy",-CND.CVB,-vsuf
29773,14954,3,"-ƛin",-QUOT,-suf
29774,14955,1,"eƛi",say,v
29775,14955,2,-n,-PST.UNW,-vsuf
29776,14956,1,nesi,DEM1.ISG.OBL,pron
29777,14957,1,igu,good,adj
29778,14957,2,-ni,-DEF,-suf
29779,14958,1,"žek’u",man,n1
29780,14958,2,-a,-ERG,-nsuf
29781,14959,1,"šebi",what,pron
29782,14960,1,baha,price,n3
29783,14961,1,mi,you,pron
29784,14962,1,di,me,pron
29785,14962,2,-r,-LAT,-nsuf
29786,14963,1,b-,III-,pref-
29787,14963,2,odi,do,v
29788,14963,3,-x,-PRS,-vsuf
29789,14963,4,"-ƛin",-QUOT,-suf
29790,14964,1,xan,khan,n1
29791,14964,2,-a,-ERG,-nsuf
29792,14965,1,"urɣizi",thinking,comp
29793,14965,2,-kin,-even,-suf
29794,14966,1,oq,become,v
29795,14966,2,-x,-IPFV.CVB,-vsuf
29796,14967,1,"iči",be,v
29797,14967,2,"-č’ey",-NEG.PST.CVB,-vsuf
29798,14968,1,nesi,DEM1.ISG.OBL,pron
29799,14968,2,-r,-LAT,-nsuf
29800,14969,1,"žawab",answer,n3
29801,14970,1,"teƛ",give,v
29802,14970,2,-n,-PFV.CVB,-vsuf
29803,14971,1,b-,III-,pref-
29804,14971,2,"oƛƛik’u",half,adj
29805,14972,1,di,me,pron
29806,14972,2,-s,-GEN1,-nsuf
29807,14973,1,"ric’q’i",wealth,n3
29808,14974,1,"neƛ",give,v
29809,14974,2,-a,-INF,-vsuf
29810,14975,1,"yoł",be,v
29811,14976,1,mi,you,pron
29812,14976,2,-r,-LAT,-nsuf
29813,14976,3,"-ƛin",-QUOT,-suf
29814,14977,1,nedur,so,adv
29815,14978,1,r-,IV-,pref-
29816,14978,2,esu,exist,v
29817,14978,3,"-näy",-CND.CVB,-vsuf
29818,14978,4,"-ƛin",-QUOT,-suf
29819,14979,1,"eƛi",say,v
29820,14979,2,-n,-PST.UNW,-vsuf
29821,14980,1,nesi,DEM1.ISG.OBL,pron
29822,14981,1,"žek’u",man,n1
29823,14981,2,-a,-ERG,-nsuf
29824,14982,1,sis,one,num
29825,14983,1,"žek’u",man,n1
29826,14984,1,egir,send,v
29827,14985,1,mi,you,pron
29828,14985,2,-z,-GEN2,-nsuf
29829,14986,1,"bˤeƛ’",sheep,n3pl
29830,14986,2,"-łay",-CONT.ABL,-nsuf
29831,14987,1,"biƛu",belly,n
29832,14987,2,-x,-AD.ESS,-nsuf
29833,14988,1,"aluk’a",white,adj
29834,14988,2,-ni,-DEF,-suf
29835,14989,1,"bˤeƛ’q’ˤu",sheep,n3
29836,14990,1,b-,III-,pref-
29837,14990,2,ow,bring,v
29838,14990,3,-ani,-MSD,-deriv
29839,14990,4,-x,-AD.ESS,-nsuf
29840,14991,1,"ħon",mountain,n2
29841,14991,2,"-ƛ’ay",-SUPER.ABL,-nsuf
29842,14992,1,"ža",DEM1.SG,pron
29843,14993,1,"bˤeƛ’q’ˤu",sheep,n3
29844,14993,2,-n,-TOP,-suf
29845,14994,1,b-,III-,pref-
29846,14994,2,ayr,bring,v
29847,14994,3,-n,-PFV.CVB,-vsuf
29848,14995,1,b-,III-,pref-
29849,14995,2,"exʷad",slaughter,v
29850,14995,3,-n,-PFV.CVB,-vsuf
29851,14996,1,"neła",DEM1.IISG.OBL,pron
29852,14996,2,-s,-GEN1,-nsuf
29853,14997,1,"reƛ",meat,n4
29854,14998,1,xan,khan,n1
29855,14998,2,-q,-POSS.ESS,-nsuf
29856,14999,1,r-,IV-,pref-
29857,14999,2,"ac’",eat,v
29858,14999,3,-r,-CAUS,-vsuf
29859,14999,4,-nosi,-ANT.CVB,-vsuf
29860,15000,1,"ža",DEM1.SG,pron
29861,15001,1,"saɣ",cure,comp
29862,15002,1,oq,become,v
29863,15002,2,-n,-PST.UNW,-vsuf
29864,15003,1,xan,khan,n1
29865,15003,2,-de,-APUD.ESS,-nsuf
29866,15004,1,idu,home,adv
29867,15004,2,-r,-LAT,-nsuf
29868,15005,1,ay,come,v
29869,15005,2,-nosi,-ANT.CVB,-vsuf
29870,15006,1,nesi,DEM1.ISG.OBL,pron
29871,15006,2,-r,-LAT,-nsuf
29872,15007,1,elo,there,adv
29873,15008,1,"teł",inside,adv
29874,15009,1,cemi,corner,n3
29875,15009,2,-a,-IN.ESS,-nsuf
29876,15010,1,ozuri,eye,n4
29877,15010,2,-bi,-PL,-nsuf
29878,15010,3,-taw,-without,-nsuf
29879,15011,1,kid,girl,n2
29880,15012,1,y-,II-,pref-
29881,15012,2,ukad,see,v
29882,15012,3,-nosi,-ANT.CVB,-vsuf
29883,15013,1,igu,good,adj
29884,15013,2,-ni,-DEF,-suf
29885,15014,1,"žek’u",man,n1
29886,15014,2,-a,-ERG,-nsuf
29887,15015,1,esir,ask,v
29888,15015,2,-n,-PST.UNW,-vsuf
29889,15016,1,di,me,pron
29890,15017,1,"neła",DEM1.IISG.OBL,pron
29891,15017,2,-z,-GEN2,-nsuf
29892,15018,1,ozuri,eye,n4
29893,15018,2,-bi,-PL,-nsuf
29894,15018,3,"-łer",-CONT.LAT,-nsuf
29895,15019,1,"kanłi",light,n3
29896,15020,1,b-,III-,pref-
29897,15020,2,ayr,bring,v
29898,15020,3,"-näy",-CND.CVB,-vsuf
29899,15021,1,"šebi",what,pron
29900,15022,1,mi,you,pron
29901,15023,1,di,me,pron
29902,15023,2,-r,-LAT,-nsuf
29903,15024,1,baha,price,n3
29904,15025,1,"neƛ",give,v
29905,15025,2,-x,-PRS,-vsuf
29906,15025,3,"-ƛin",-QUOT,-suf
29907,15026,1,yedu,DEM2.IISG,pron
29908,15027,1,kid,girl,n2
29909,15028,1,mi,you,pron
29910,15028,2,-x,-AD.ESS,-nsuf
29911,15029,1,y-,II-,pref-
29912,15029,2,egir,send,v
29913,15029,3,-a,-INF,-vsuf
29914,15030,1,"yoł",be,v
29915,15030,2,"-ƛin",-QUOT,-suf
29916,15031,1,"eƛi",say,v
29917,15031,2,-n,-PST.UNW,-vsuf
29918,15032,1,xan,khan,n1
29919,15032,2,-a,-ERG,-nsuf
29920,15033,1,howlo,there,adv
29921,15033,2,-tow,-EMPH,-suf
29922,15034,1,"iči",sit,v
29923,15034,2,-n,-PFV.CVB,-vsuf
29924,15035,1,nesi,DEM1.ISG.OBL,pron
29925,15036,1,"žek’u",man,n1
29926,15036,2,-a,-ERG,-nsuf
29927,15037,1,"čanta",pocket,n4
29928,15037,2,-ay,-IN.ABL,-nsuf
29929,15038,1,y-,II-,pref-
29930,15038,2,is,take,v
29931,15038,3,-n,-PFV.CVB,-vsuf
29932,15039,1,"q’ˤano",two,num
29933,15039,2,-n,-TOP,-suf
29934,15040,1,"ƛˤeb",leaf,n2
29935,15041,1,xan,khan,n1
29936,15041,2,-z,-GEN2,-nsuf
29937,15042,1,kid,daughter,n2
29938,15042,2,-z,-GEN2,-nsuf
29939,15043,1,ozuri,eye,n4
29940,15043,2,-bi,-PL,-nsuf
29941,15043,3,-q,-POSS.ESS,-nsuf
29942,15044,1,y-,II-,pref-
29943,15044,2,"iħi",smear,v
29944,15044,3,-nosi,-ANT.CVB,-vsuf
29945,15045,1,"q’ˤuna",two.OBL,num
29946,15045,2,-n,-TOP,-suf
29947,15045,3,-tow,-EMPH,-suf
29948,15046,1,ozuri,eye,n4
29949,15046,2,-bi,-PL,-nsuf
29950,15046,3,"-łer",-CONT.LAT,-nsuf
29951,15047,1,"kanłi",light,n3
29952,15048,1,b-,III-,pref-
29953,15048,2,ay,come,v
29954,15048,3,-n,-PST.UNW,-vsuf
29955,15049,1,xan,khan,n1
29956,15049,2,-a,-ERG,-nsuf
29957,15050,1,nesi,DEM1.ISG.OBL,pron
29958,15050,2,-x,-AD.ESS,-nsuf
29959,15051,1,ixiw,big,adj
29960,15052,1,berten,marriage,n3
29961,15052,2,-n,-TOP,-suf
29962,15053,1,b-,III-,pref-
29963,15053,2,odi,do,v
29964,15053,3,-n,-PFV.CVB,-vsuf
29965,15054,1,kid,daughter,n2
29966,15054,2,-n,-TOP,-suf
29967,15055,1,y-,II-,pref-
29968,15055,2,egir,send,v
29969,15055,3,-n,-PFV.CVB,-vsuf
29970,15056,1,"boƛik’u",half,n
29971,15057,1,nesi,DEM1.ISG.OBL,pron
29972,15057,2,-s,-GEN1,-nsuf
29973,15058,1,"ric’q’i",wealth,n3
29974,15058,2,-n,-and,-suf
29975,15059,1,"ɣˤutku",house,n4
29976,15059,2,-n,-and,-suf
29977,15060,1,posu,cattle,n4
29978,15060,2,-n,-and,-suf
29979,15061,1,"teƛ",give,v
29980,15061,2,-n,-PFV.CVB,-vsuf
29981,15062,1,howlo,there,adv
29982,15062,2,-tow,-EMPH,-suf
29983,15063,1,xan,khan,n1
29984,15063,2,-de,-APUD.ESS,-nsuf
29985,15064,1,pu,side,n3
29986,15064,2,-aza,-IN.VERS.DIST,-nsuf
29987,15065,1,igu,good,adj
29988,15065,2,-ni,-DEF,-suf
29989,15066,1,"žek’u",man,n1
29990,15066,2,-n,-TOP,-suf
29991,15067,1,"iči",be,v
29992,15067,2,-n,-PST.UNW,-vsuf
29993,15068,1,elo,there,adv
29994,15068,2,-n,-TOP,-suf
29995,15069,1,nesi,DEM1.ISG.OBL,pron
29996,15069,2,-a,-ERG,-nsuf
29997,15070,1,"ʕadada",to.no.purpose,adv
29998,15071,1,"iči",be,v
29999,15071,2,"-č’ey",-NEG.PST.CVB,-vsuf
30000,15072,1,tukam,shop,n
30001,15072,2,-bi,-PL,-nsuf
30002,15072,3,-n,-TOP,-suf
30003,15073,1,r-,IV-,pref-
30004,15073,2,"ˤaɣˤi",open,v
30005,15073,3,-n,-PFV.CVB,-vsuf
30006,15074,1,elo,there,adv
30007,15075,1,"teł",inside,adv
30008,15076,1,mecya,hand,n
30009,15076,2,-bi,-PL,-nsuf
30010,15076,3,-a,-IN.ESS,-nsuf
30011,15077,1,mecya,hand,n
30012,15077,2,-bi,-PL,-nsuf
30013,15077,3,-n,-TOP,-suf
30014,15078,1,"ħiši",lock,v
30015,15078,2,-n,-PFV.CVB,-vsuf
30016,15079,1,"q’ˤaʕida",pride,n
30017,15079,2,"-ƛ’",-SUPER.ESS,-nsuf
30018,15080,1,"elar-t’ar",somewhere.IN.LAT,adv
30019,15081,1,"aħnad",walk.around,v
30020,15081,2,-x,-IPFV.CVB,-vsuf
30021,15082,1,"iči",be,v
30022,15082,2,-x,-IPFV.CVB,-vsuf
30023,15083,1,zow,be.NPRS,v
30024,15083,2,-n,-PST.UNW,-vsuf
30025,15084,1,sida,one.OBL,num
30026,15085,1,qu,day,n4
30027,15085,2,"-ł",-CONT.ESS,-nsuf
30028,15086,1,hemedur,so,adv
30029,15087,1,"yoł",be,v
30030,15087,2,-zay,-SIM.CVB,-vsuf
30031,15088,1,di,me,pron
30032,15088,2,-r,-LAT,-nsuf
30033,15089,1,"niga-ɣˤič’i",fabric,n4
30034,15090,1,"neƛ",give,v
30035,15090,2,"-ƛin",-QUOT,-suf
30036,15091,1,nesi,DEM1.ISG.OBL,pron
30037,15091,2,-der,-APUD.LAT,-nsuf
30038,15092,1,esirnod,beg,v
30039,15092,2,-x,-IPFV.CVB,-vsuf
30040,15093,1,ay,come,v
30041,15093,2,-n,-PST.UNW,-vsuf
30042,15094,1,"hič’č’a",the.most,adv
30043,15095,1,"adäza",ahead,adv
30044,15096,1,nesi,DEM1.ISG.OBL,pron
30045,15096,2,-s,-GEN1,-nsuf
30046,15097,1,"halmaɣ",friend,n1
30047,15097,2,"-łun",-LHUN,-nsuf
30048,15098,1,zow,be.NPRS,v
30049,15098,2,-ru,-PST.PRT,-vsuf
30050,15098,3,-ni,-DEF,-suf
30051,15099,1,"žek’u",man,n1
30052,15100,1,nesi,DEM1.ISG.OBL,pron
30053,15100,2,-a,-ERG,-nsuf
30054,15101,1,nesi,DEM1.ISG.OBL,pron
30055,15102,1,esirnod,beg,v
30056,15102,2,-x,-IPFV.CVB,-vsuf
30057,15103,1,ay,come,v
30058,15103,2,-ru,-PST.PRT,-vsuf
30059,15103,3,-ni,-DEF,-suf
30060,15104,1,"žek’u",man,n1
30061,15104,2,-r,-LAT,-nsuf
30062,15105,1,"niga-ɣˤič’i",fabric,n4
30063,15106,1,"teƛ",give,v
30064,15106,2,-n,-PST.UNW,-vsuf
30065,15107,1,xizyo,afterwards,adv
30066,15108,1,nesi,DEM1.ISG.OBL,pron
30067,15108,2,-a,-ERG,-nsuf
30068,15109,1,tukam,shop,n
